"","X","household_key","BASKET_ID","DAY","PRODUCT_ID","QUANTITY","BASE_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","NET_SPEND_AMT","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DEPARTMENT","COMMODITY_DESC","SUB_COMMODITY_DESC","PRICE_PER_PRODUCT"
"1579",1579,510,34642270717,1,1022025,1,2.49,0,0,2.49,"35-44","A","250K+","Homeowner","2 Adults Kids","3","1","GROCERY","BAG SNACKS","PRETZELS",2.49
"1582",1582,720,34642271235,1,967205,1,2.41,0,0,2.41,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","STONE FRUIT","PLUMS",2.41
"1586",1586,596,34642281589,1,834484,2,1,0,0,1,"45-54","A","15-24K","Homeowner","1 Adult Kids","3","1","PRODUCE","ONIONS","ONIONS OTHER",0.5
"1598",1598,564,34642295382,1,1117128,1,3.59,0,0,3.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN ICE","ICE - CRUSHED/CUBED",3.59
"1642",1642,387,34642306785,1,1007107,1,11.99,0,0,11.99,"25-34","B","50-74K","Homeowner","Single Female","1","None/Unknown","PASTRY","CAKES","CAKES: CHEESECAKE",11.99
"1643",1643,620,34642310812,1,975974,1,1.89,0,0,1.89,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","APPLE JUICE & CIDER (OVER 50%",1.89
"1644",1644,745,34642315616,1,840361,2,2.66,-0.54,0,2.12,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE",1.33
"1671",1671,93,34642341520,1,847982,1,1.99,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","SALAD MIX","REGULAR GARDEN",1.99
"1677",1677,737,34642350687,1,844818,1,2.49,0,0,2.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","CORN CHIPS",2.49
"1684",1684,918,34642357110,1,824546,1,1.09,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONDIMENTS/SAUCES","SALAD MUSTARD",1.09
"1694",1694,649,34642365994,1,822407,2,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","PASTA: CANNED",1
"1714",1714,122,34642395161,1,860248,1,7.99,0,0,7.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",7.99
"1716",1716,661,34642397619,1,851188,1,5.29,-0.8,0,4.49,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","GROCERY","FRZN MEAT/MEAT DINNERS","SNACKS/APPETIZERS",5.29
"1718",1718,346,34642405449,1,819978,1,2.45,0,0,2.45,"65+","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","DELI","CHEESES","CHEESE: PROCESSED BULK",2.45
"1737",1737,881,34642411975,1,856207,1,1.38,0,0,1.38,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COLD CEREAL","KIDS CEREAL",1.38
"1742",1742,20,34642422857,1,944454,2,4.78,0,0,4.78,"25-34","A","75-99K","Renter","2 Adults No Kids","2","None/Unknown","GROCERY","REFRGRATD DOUGH PRODUCTS","REFRIGERATED SPECILATY ROLLS",2.39
"1745",1745,161,34642423377,1,852065,1,2.38,-0.69,0,1.69,"19-24","A","75-99K","Unknown","2 Adults Kids","3","1","GROCERY","WAREHOUSE SNACKS","CANISTER POTATO/TORT CHIPS",2.38
"1762",1762,768,34642426233,1,828901,1,1.39,0,0,1.39,"35-44","A","50-74K","Renter","Single Female","2","None/Unknown","GROCERY","CONDIMENTS/SAUCES","VINEGAR ALL-EXCEPT WINE/RIC",1.39
"1781",1781,876,34642426495,1,866211,1,3.88,0,0,3.88,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES WHITE",3.88
"1790",1790,868,34642427284,1,825994,2,9.22,0,0,9.22,"65+","A","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","VALUE ADDED FRUIT","INSTORE CUT FRUIT",4.61
"1836",1836,243,34642428314,1,1026118,1,0.7,0,0,0.7,"65+","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","TOMATOES","ROMA TOMATOES (BULK/PKG)",0.7
"1853",1853,289,34642435191,1,915905,1,4.88,-1.19,0,3.69,"45-54","B","100-124K","Homeowner","Single Male","1","None/Unknown","GROCERY","ICE CREAM/MILK/SHERBTS","SUPER PREMIUM PINTS",4.88
"1863",1863,707,34642437017,1,850713,1,2.99,0,0,2.99,"25-34","A","100-124K","Homeowner","2 Adults Kids","5+","3+","GROCERY","CONDIMENTS/SAUCES","SEAFOOD-MISC-SAUCES/MARIN-WET",2.99
"1882",1882,281,34642437759,1,855454,1,3.99,0,0,3.99,"35-44","B","50-74K","Homeowner","Single Female","1","None/Unknown","GROCERY","TEAS","TEA BAGS & BULK TEA",3.99
"1886",1886,944,34642438178,1,895311,2,4.38,0,0,4.38,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","MISCELLANEOUS","CHEESE",2.19
"1898",1898,922,34642446032,1,826816,1,2.78,-0.39,0,2.39,"45-54","U","35-49K","Unknown","Unknown","1","None/Unknown","GROCERY","FRZN BREAKFAST FOODS","WAFFLES/PANCAKES/FRENCH TOAST",2.78
"1902",1902,755,34642447693,1,952408,1,8.31,-1.04,0,7.27,"35-44","U","50-74K","Homeowner","Unknown","1","None/Unknown","DELI","DELI MEATS","MEAT:HAM BULK",8.31
"1906",1906,109,34642452027,1,832001,1,1.99,0,0,1.99,"25-34","A","15-24K","Homeowner","Single Female","2","None/Unknown","PRODUCE","MUSHROOMS","MUSHROOMS PORTABELLA",1.99
"1951",1951,736,34642458026,1,892920,3,2.94,-0.57,0,2.37,NA,NA,NA,NA,NA,NA,NA,"GROCERY","VEGETABLES - SHELF STABLE","CORN",0.98
"1961",1961,404,34642461542,1,945086,1,11.99,0,0,11.99,"25-34","A","25-34K","Unknown","Unknown","2","None/Unknown","GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",11.99
"1979",1979,307,34642465798,1,828867,1,1.97,0,0,1.97,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PAPER HOUSEWARES","BASIC PAPER PLATES",1.97
"2013",2013,638,34642469082,1,1013677,1,28.99,0,0,28.99,NA,NA,NA,NA,NA,NA,NA,"PASTRY","CAKES","CAKES: BIRTHDAY/CELEBRATION SH",28.99
"2016",2016,91,34642469247,1,910151,1,2.59,0,0,2.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM PINTS",2.59
"2028",2028,40,34642487880,1,825494,1,1.58,-0.29,0,1.29,"45-54","U","Under 15K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BAGGED VEGETABLES - PLAIN",1.58
"2040",2040,426,34642489492,1,826249,1,1.7,-0.41,0,1.29,"45-54","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"2064",2064,679,34642495967,1,951593,1,1.99,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WAREHOUSE SNACKS","SNACK MIX",1.99
"2065",2065,162,34642497056,1,833724,1,2.29,0,0,2.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE",2.29
"2083",2083,74,34642500921,1,831390,2,3.06,-0.28,0,2.78,"65+","A","15-24K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","REFRGRATD DOUGH PRODUCTS","REFRIGERATED BISCUITS REGULAR",1.53
"2099",2099,228,34642501895,1,6979174,1,6.24,-1.25,0,4.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FD WRAPS/BAGS/TRSH BG","PLASTIC TRASH BAGS",6.24
"2100",2100,321,34642510888,1,15741667,3,7.77,-0.9,0,6.87,"45-54","A","100-124K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","BATH TISSUES","CLEANSING WIPES",2.59
"2101",2101,669,34642511119,1,833556,2,1.96,-0.38,0,1.58,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS",0.98
"2130",2130,524,34642512053,1,832285,1,4.98,-1.49,0,3.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T",4.98
"2140",2140,432,34642516740,1,882441,1,0.59,0,0,0.59,"19-24","U","25-34K","Unknown","Single Female","1","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",0.59
"2143",2143,979,34642517878,1,835278,1,7.9,-2.51,0,5.39,"35-44","B","35-49K","Homeowner","1 Adult Kids","2","1","GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM",7.9
"2150",2150,413,34642522938,2,836793,1,1.09,0,0,1.09,"45-54","U","100-124K","Unknown","Unknown","1","None/Unknown","GROCERY","SPICES & EXTRACTS","SPICES & SEASONINGS",1.09
"2170",2170,710,34642536523,1,873963,1,9.39,-2.7,0,6.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CAT LITTER","SCOOP LITTER",9.39
"2200",2200,220,34642552178,1,839094,1,2.18,-0.59,0,1.59,"45-54","A","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.18
"2222",2222,982,34642553952,1,822241,2,0.4,0,0,0.4,"45-54","U","35-49K","Unknown","2 Adults Kids","4","2","GROCERY","PWDR/CRYSTL DRNK MX","SOFT DRINK POWDER POUCHES",0.2
"2264",2264,885,34642554352,2,931324,1,3.62,-0.56,0,3.06,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN NOVELTIES/WTR ICE","ICE CREAM SANDWICHES",3.62
"2266",2266,728,34642557393,1,829722,1,3.79,0,0,3.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","LAUNDRY DETERGENTS","LIQUID LAUNDRY DETERGENTS",3.79
"2279",2279,618,34642559508,1,860613,1,2.79,0,0,2.79,NA,NA,NA,NA,NA,NA,NA,"MEAT","SMOKED MEATS","PORK-FULLY COOKED",2.79
"2297",2297,58,34642565546,1,840361,1,1.19,-0.2,0,0.99,"25-34","A","150-174K","Homeowner","2 Adults Kids","4","2","GROCERY","EGGS","EGGS - LARGE",1.19
"2304",2304,910,34642569500,1,846220,1,3.29,0,0,3.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLOUR & MEALS","FLOUR: MISC SPECIALTY BLEND",3.29
"2314",2314,942,34642571840,1,920308,1,0.59,0,0,0.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",0.59
"2316",2316,666,34642571932,1,858649,1,3.48,-0.49,0,2.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SALD DRSNG/SNDWCH SPRD","POURABLE SALAD DRESSINGS",3.48
"2327",2327,331,34642598698,1,844165,3,6.54,-1.77,0,4.77,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.18
"2333",2333,976,34642600712,1,825326,1,1.79,0,0,1.79,"25-34","A","200-249K","Homeowner","2 Adults Kids","5+","3+","PASTRY","BREAD","BREAD:LOAF/SNACK",1.79
"2342",2342,740,34642601396,1,900842,1,1.89,0,0,1.89,"45-54","A","175-199K","Homeowner","Single Female","2","None/Unknown","GROCERY","MARGARINES","MARGARINE: TUBS AND BOWLS",1.89
"2357",2357,22,34642601908,1,835482,1,1.59,0,0,1.59,"45-54","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","BAKING NEEDS","BAKING POWDER & SODA",1.59
"2372",2372,864,34642605398,1,822785,1,1.29,0,0,1.29,"35-44","U","15-24K","Homeowner","Single Female","1","None/Unknown","GROCERY","COCOA MIXES","MALTED MLK/SYRUP/PWDRS (EGGNOG",1.29
"2402",2402,59,34642611306,1,850795,2,1.96,-0.38,0,1.58,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS",0.98
"2411",2411,185,34642613182,1,823704,2,10.16,-2.58,0,7.58,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK",5.08
"2457",2457,543,34642621250,1,820486,4,9.96,0,0,9.96,"35-44","A","35-49K","Probable Owner","1 Adult Kids","3","1","GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T",2.49
"2476",2476,476,34642623467,1,824555,2,0.4,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PWDR/CRYSTL DRNK MX","SOFT DRINK POWDER POUCHES",0.2
"2519",2519,285,34642636439,1,889731,1,2.18,-0.59,0,1.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR",2.18
"2535",2535,817,34642638868,1,912620,1,7.9,-2.51,0,5.39,"35-44","A","150-174K","Homeowner","2 Adults Kids","3","1","GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM",7.9
"2537",2537,806,34642638986,1,825343,1,12.56,0,0,12.56,"35-44","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT","BEEF","CHOICE BEEF",12.56
"2579",2579,632,34642652915,1,858373,2,14.7,-4.51,0,10.19,NA,NA,NA,NA,NA,NA,NA,"MEAT","CHICKEN","CHICKEN BREAST BONE IN",7.35
"2589",2589,722,34642655167,1,1133018,1,2.58,-0.79,0,1.79,"35-44","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.58
"2594",2594,614,34642660112,1,879755,1,1.59,-0.3,0,1.29,"35-44","A","15-24K","Unknown","2 Adults Kids","4","2","GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.59
"2595",2595,425,34642660349,1,822346,1,2.3,-0.65,0,1.65,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","FRUIT SNACKS",2.3
"2627",2627,890,34642670304,1,834303,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","TROPICAL FRUIT","PINEAPPLE WHOLE&PEEL/CORED",3.99
"2636",2636,8,34642677035,1,844441,1,2.18,-0.59,0,1.59,"25-34","U","25-34K","Unknown","2 Adults Kids","3","1","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.18
"2656",2656,165,34642678498,1,862349,3,7.74,-2.37,0,5.37,"55-64","A","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.58
"2657",2657,28,34642678951,1,8119129,1,2.49,-0.6,0,1.89,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","APPLE JUICE & CIDER (50% AND U",2.49
"2659",2659,633,34642679094,1,834435,1,7.9,-2.51,0,5.39,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM",7.9
"2675",2675,992,34642679549,1,931387,1,7.49,0,0,7.49,"45-54","A","35-49K","Homeowner","2 Adults Kids","3","1","GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",7.49
"2678",2678,934,34642687880,1,841762,1,3.07,0,0,3.07,"45-54","U","Under 15K","Unknown","Single Female","1","None/Unknown","MEAT","BEEF","CHOICE BEEF",3.07
"2745",2745,879,34642690179,1,862682,1,3.58,-0.79,0,2.79,"35-44","B","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE",3.58
"2749",2749,147,34642692492,1,827047,1,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN NOVELTIES/WTR ICE","STICKS/ENROBED",2
"2764",2764,414,34642696216,1,839419,1,12.54,-3,-0.55,8.99,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","MEAT - MISC","BREAST - BONELESS(IQF)",12.54
"2780",2780,342,34642703112,1,1008626,1,2.29,0,0,2.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SPICES & EXTRACTS","SPICES & SEASONINGS",2.29
"2781",2781,412,34642703237,1,849098,2,3.96,-0.98,0,2.98,"65+","A","15-24K","Homeowner","Single Female","2","None/Unknown","GROCERY","YOGURT","YOGURT NOT MULTI-PACKS",1.98
"2797",2797,923,34642703752,1,846220,1,3.29,0,0,3.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLOUR & MEALS","FLOUR: MISC SPECIALTY BLEND",3.29
"2800",2800,840,34642710623,1,865569,1,1.99,0,0,1.99,"35-44","A","75-99K","Homeowner","2 Adults Kids","5+","3+","GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","GRANOLA BARS",1.99
"2818",2818,450,34642712388,1,878996,1,1.11,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES RED",1.11
"2828",2828,216,34642713150,1,825006,1,2.99,0,0,2.99,"35-44","U","50-74K","Homeowner","Unknown","1","None/Unknown","PRODUCE","APPLES","APPLES RED DELICIOUS (BULK&BAG",2.99
"2835",2835,929,34642724067,1,912860,1,5.58,-1.79,0,3.79,"45-54","B","25-34K","Renter","1 Adult Kids","2","1","GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T",5.58
"2842",2842,480,34642749018,1,840361,1,1.19,-0.2,0,0.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE",1.19
"2858",2858,370,34642755614,1,1008316,1,2.18,-0.59,0,1.59,"65+","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BAGGED VEGETABLES - PLAIN",2.18
"2866",2866,820,34642757839,1,1085604,1,1.59,-0.3,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.59
"2871",2871,862,34642762929,1,888764,1,0.69,0,0,0.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING NEEDS","CAKE DECORS & ICING",0.69
"2874",2874,400,34642768253,1,932741,1,4.99,0,0,4.99,"35-44","A","150-174K","Homeowner","2 Adults Kids","3","1","MEAT-PCKGD","BACON","BETTER FOR YOU",4.99
"2885",2885,39,34642770509,1,833409,1,9.99,0,0,9.99,"35-44","A","125-149K","Homeowner","2 Adults No Kids","2","None/Unknown","SPIRITS","LIQUOR","LIQUEURS/SPECIALTIES (42 UNDER",9.99
"2906",2906,95,34642775537,1,849843,1,1.59,-0.3,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR",1.59
"2919",2919,43,34642783354,1,844165,1,2.18,-0.59,0,1.59,"35-44","B","15-24K","Homeowner","2 Adults Kids","5+","3+","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.18
"2943",2943,744,34642803680,1,847573,1,9.4,-1.57,0,7.83,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","SELECT BEEF",9.4
"2945",2945,631,34642806487,1,937413,1,2.19,0,0,2.19,"65+","A","100-124K","Homeowner","2 Adults Kids","3","1","GROCERY","OLIVES","GREEN OLIVES",2.19
"2952",2952,654,34642811931,1,826249,2,3.4,-0.82,0,2.58,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"2978",2978,926,34642822974,1,962568,1,1.69,0,0,1.69,"35-44","U","Under 15K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","VEGETABLES - ALL OTHERS","CELERY",1.69
"2982",2982,403,34642832749,1,854852,1,8.28,-2.78,0,5.5,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","TOMATOES","TOMATOES HOTHOUSE ON THE VINE",8.28
"2987",2987,896,34642832928,1,826249,1,1.7,-0.41,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"3014",3014,15,34642833235,1,910439,1,2.7,-0.85,0,1.85,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","BUTTERMILK",2.7
"3019",3019,9,34642836203,1,826249,1,1.7,-0.41,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"3045",3045,927,34642836292,1,866227,1,0.5,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,"PASTRY","BREAKFAST SWEETS","SW GDS:DONUTS",0.5
"3059",3059,303,34642841726,1,822225,1,3.08,-0.29,0,2.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT MULTI-PACKS",3.08
"3112",3112,581,34642844761,1,929327,1,0.99,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CARB FLVRD DRNKNG/MNRL WAT",0.99
"3119",3119,691,34643162538,0,1171508,1,4.48,-0.99,0,3.49,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","MEAT - MISC","PEPPERONI/SALAMI",4.48
"3134",3134,845,34643536945,1,1190075,1,4.68,-1.59,0,3.09,"19-24","B","50-74K","Homeowner","Single Female","1","None/Unknown","GROCERY","BAG SNACKS","TORTILLA/NACHO CHIPS",4.68
"3137",3137,650,34644930146,1,1456658,1,0.67,0,0,0.67,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","ONIONS","GREEN ONIONS",0.67
"3142",3142,954,34645215644,1,1440974,1,2.48,-0.49,0,1.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BAGGED VEGETABLES - PLAIN",2.48
"3174",3174,972,34645842283,0,1882245,2,7.98,0,0,7.98,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 12/18&15PK CAN CAR",3.99
"3175",3175,337,34647863767,1,37220,1,5.98,-1.99,0,3.99,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","BOLOGNA",5.98
"3179",3179,293,34664501931,2,860776,1,0.67,0,0,0.67,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES - ALL OTHERS","CUCUMBERS",0.67
"3199",3199,72,34664516304,2,825343,1,14.44,-5.26,0,9.18,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF",14.44
"3257",3257,946,34664526878,2,1133018,1,2.7,-0.85,0,1.85,"19-24","U","Under 15K","Unknown","Single Female","1","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.7
"3258",3258,776,34664530574,2,874255,1,3.99,-1.5,0,2.49,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","BOLOGNA",3.99
"3274",3274,55,34664542206,2,1121360,1,4.89,-1,0,3.89,"65+","A","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CANNED JUICES","CRANBERRY JUICE (50% AND UNDER",4.89
"3279",3279,883,34664553804,2,876001,1,4.2,0,0,4.2,"35-44","A","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT","BEEF","SELECT BEEF",4.2
"3288",3288,724,34664555083,2,891752,1,3.88,-0.69,0,3.19,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","GRAPE JUICE (OVER 50% JUICE)",3.88
"3327",3327,731,34664567519,2,832001,1,1.99,0,0,1.99,"45-54","U","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","MUSHROOMS","MUSHROOMS PORTABELLA",1.99
"3356",3356,513,34664586612,2,933637,2,5.89,0,0,5.89,"45-54","U","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","STONE FRUIT","PLUMS",2.945
"3360",3360,343,34664586667,2,865501,4,6.12,-0.56,0,5.56,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CRACKERS/MISC BKD FD","SOUP CRACKERS (SALTINE/OYSTER)",1.53
"3364",3364,993,34664586701,2,855544,4,4.72,-1.16,0,3.56,"55-64","A","50-74K","Homeowner","1 Adult Kids","5+","3+","GROCERY","VEGETABLES - SHELF STABLE","SPINACH & GREENS",1.18
"3388",3388,534,34664592462,2,1074241,1,1.18,-0.19,0,0.99,"45-54","U","35-49K","Unknown","Single Male","1","None/Unknown","GROCERY","MEAT - SHELF STABLE","CHILI: CANNED",1.18
"3392",3392,859,34664596827,2,885697,1,2.29,0,0,2.29,"25-34","U","50-74K","Unknown","Single Female","1","None/Unknown","GROCERY","BAKED SWEET GOODS","SWEET GOODS - FULL SIZE",2.29
"3401",3401,517,34664596955,2,918410,1,1.38,-0.19,0,1.19,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIE/DESSERTS","FRZN WHIPPED TOPPING",1.38
"3413",3413,64,34664600604,2,856060,1,1.93,0,0,1.93,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","FRUIT DRINKS: CANNED & GLASS (",1.93
"3422",3422,945,34664610239,2,840584,1,2.99,0,0,2.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PET CARE SUPPLIES","COLLARS AND LEADS",2.99
"3440",3440,810,34664611652,2,883616,1,4.49,0,0,4.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SUGARS/SWEETNERS","SWEETENERS",4.49
"3445",3445,547,34664611912,2,842416,1,1.99,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SUGARS/SWEETNERS","SWEETENERS",1.99
"3447",3447,915,34664636766,1,10284931,1,1.89,0,0,1.89,"45-54","U","15-24K","Unknown","Single Female","1","None/Unknown","GROCERY","DRY BN/VEG/POTATO/RICE","RICE - DRY BAG AND BOX",1.89
"3448",3448,727,34664637981,2,836445,2,25.98,-4,0,21.98,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","MEAT - MISC","WINGS (IQF)",12.99
"3469",3469,675,34664641888,2,941797,1,7.79,-0.8,0,6.99,"35-44","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","ISOTONIC DRINKS","ISOTONIC DRINKS SINGLE SERVE",7.79
"3470",3470,110,34664642333,2,834484,1,0.5,0,0,0.5,"25-34","U","35-49K","Homeowner","Single Female","1","None/Unknown","PRODUCE","ONIONS","ONIONS OTHER",0.5
"3489",3489,41,34664653881,2,844740,4,10.12,-2.56,0,7.56,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SEAFOOD - SHELF STABLE","TUNA",2.53
"3507",3507,128,34664661865,2,857503,1,2.99,0,0,2.99,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","CARROTS","CARROTS MINI PEELED",2.99
"3541",3541,409,34664675180,2,862349,2,5.4,-1.7,0,3.7,"19-24","B","25-34K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.7
